225,JAC,TE,Evan,Engram,0.92,28,225,8.43,218,-7,-22.06,102.89,124.95,-131,94,14,-13.63,-30.5
226,IND,WR,Alec,Pierce,0,75,226,23.18,199,-27,-56.86,95.54,152.4,-128,98,9,-33.69,-80.04
227,SF,RB,Tyrion,Davisprice,0,64,227,31.26,201,-26,-97.28,45.65,142.93,-127,100,13,-66.02,-128.54
228,PHI,DST,Phi,Eagles,0,17,228,10.49,221,-7,-12.99,100.95,113.93,-131,97,14,-2.49,-23.48
229,BAL,RB,Gus,Edwards,0.16,65,229,20.95,221.5,-7.5,-69.9,73.03,142.93,-129,100,13,-48.95,-90.85
230,SF,RB,Jeff,Wilson,0,66,230,16.35,207,-23,-97.93,45,142.93,-130,100,10,-81.58,-114.27
231,CLE,K,Cade,York,0,18,231,10.88,207,-24,-28.64,116.99,145.63,-127,104,14,-17.76,-39.52
232,ARI,RB,Eno,Benjamin,0,67,232,11.95,208,-24,-90.8,52.13,142.93,-132,100,8,-78.86,-102.75
233,DEN,WR,Kj,Hamler,0,76,233,16.91,209,-24,-54.04,98.36,152.4,-135,98,9,-37.13,-70.95
234,TEN,DST,Ten,Titans,0,18,234,7.63,224,-10,-12.39,101.55,113.93,-137,97,9,-4.76,-20.01
235,WAS,DST,Was,Commanders,0,19,235,8.23,211,-24,-12.45,101.48,113.93,-138,97,11,-4.22,-20.69
236,JAC,WR,Zay,Jones,0.49,77,236,20.42,213,-23,-63.05,89.35,152.4,-138,98,9,-42.63,-83.47
237,JAC,WR,Marvin,Jones,0.88,78,237,23.19,214,-23,-27.58,124.82,152.4,-139,98,10,-4.39,-50.78
238,WAS,TE,Logan,Thomas,0.23,29,238,11.26,215,-23,-21.88,103.07,124.95,-144,94,7,-10.61,-33.14
239,CAR,WR,Robbie,Anderson,0.81,79,239,16.13,219,-20,-26.38,126.02,152.4,-141,98,14,-10.25,-42.51
240,CIN,DST,Cin,Bengals,0,20,240,13.68,228.5,-11.5,-12.77,101.16,113.93,-143,97,14,0.9,-26.45
241,MIA,K,Jason,Sanders,0,19,241,7.68,220,-21,-20.27,125.36,145.63,-137,104,11,-12.59,-27.95
242,LAR,WR,Van,Jefferson,0.61,80,242,11.97,220,-22,-41.31,111.09,152.4,-144,98,14,-29.34,-53.28
243,MIA,DST,Mia,Dolphins,0,21,243,7.77,229,-14,-4.43,109.5,113.93,-146,97,11,3.33,-12.2
244,NYG,QB,Daniel,Jones,0.61,28,244,25.7,232.5,-11.5,-49.96,290.48,340.44,-145,99,10,-24.25,-75.66
245,TEN,RB,Dontrell,Hilliard,0,68,245,17.48,225,-20,-76.1,66.83,142.93,-145,100,13,-58.61,-93.58
246,KC,RB,Jerick,Mckinnon,0.57,69,246,21.06,226,-20,-66.86,76.07,142.93,-146,100,9,-45.79,-87.92
247,TB,TE,Kyle,Rudolph,0.28,30,247,18.92,227,-20,-55.89,69.06,124.95,-153,94,10,-36.97,-74.82
248,PHI,K,Jake,Elliott,0,20,248,17.63,228,-20,-16.01,129.62,145.63,-144,104,9,1.62,-33.64
249,BAL,RB,Kenyan,Drake,0,70,249,52.1,229,-20,-88.06,54.87,142.93,-149,100,14,-35.97,-140.16
250,CIN,RB,Samaje,Perine,0.43,71,250,17.01,230,-20,-83.91,59.02,142.93,-150,100,7,-66.9,-100.92
251,GB,WR,Randall,Cobb,0.94,81,251,25.63,231,-20,-53.42,98.98,152.4,-153,98,13,-27.79,-79.05
252,LAC,K,Dustin,Hopkins,0,21,252,10.98,232,-20,-12.72,132.91,145.63,-148,104,8,-1.74,-23.7
253,IND,WR,Parris,Campbell,0.33,82,253,21.46,232,-21,-44.85,107.55,152.4,-155,98,9,-23.39,-66.31
254,KC,DST,Kc,Chiefs,0,22,254,7.19,233,-21,-9.25,104.69,113.93,-157,97,6,-2.05,-16.44
255,ARI,WR,Aj,Green,0.59,83,255,18.96,234,-21,-65.87,86.54,152.4,-157,98,6,-46.91,-84.82
256,MIN,DST,Min,Vikings,0,23,256,13.11,237,-19,-7.91,106.02,113.93,-159,97,7,5.2,-21.03
257,CLE,WR,Donovan,Peoplesjones,0,84,257,24.63,237,-20,-43.06,109.35,152.4,-159,98,10,-18.42,-67.69
258,CLE,WR,David,Bell,0,85,258,31.08,238,-20,-80.58,71.83,152.4,-160,98,14,-49.5,-111.65
259,TEN,RB,Hassan,Haskins,0,72,259,25.32,239,-20,-94.2,48.73,142.93,-159,100,9,-68.88,-119.53
260,WAS,WR,Curtis,Samuel,0.74,86,260,13.16,240,-20,-46.87,105.53,152.4,-162,98,14,-33.72,-60.03
261,NYJ,QB,Zach,Wilson,0.17,29,261,51.39,243,-18,-98.54,241.9,340.44,-162,99,10,-47.14,-149.93
